BDiffs,AvgVelo
0.9358684210526316,0.18981103836830945
0.9408421052631579,0.18471043007876342
0.9458157894736843,0.18875536743117258
0.9507894736842106,0.18190911705148016
0.9557631578947369,0.1840017487998999
0.9607368421052632,0.18033169564746676
0.9657105263157896,0.17686511993408202
0.9706842105263158,0.1751942253112793
0.9756578947368422,0.17332147528522535
0.9806315789473685,0.17296882687657594
0.9856052631578948,0.17277509361118465
0.9905789473684211,0.17149653255256614
0.9955526315789475,0.1686746512002092
1.0005263157894737,0.16612066184635443
1.0055,0.16657685607133438
1.0104736842105264,0.16715657946310544
1.0154473684210525,0.16034040506773678
1.020421052631579,0.15654848582709013
1.0253947368421052,0.15141407320322084
1.0303684210526316,0.14054372177960298
1.035342105263158,0.15080816956712725
1.0403157894736843,0.1461298473407297
